workpoint,pose,direction,kind,parameter,force_N,status,grip_only_force_N
left105,roll-8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
left105,roll-8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
left105,roll-8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
left105,roll-8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
left105,roll-8,opening_normal_tangent,ground_mu,0.3,102.2115161130731,OPTIMAL,
left105,roll-8,opening_normal_tangent,ground_mu,1.0,120.06219507352415,OPTIMAL,
left105,roll-8,opening_normal_tangent,arm_sim_cap_scale,0.1,55.39600996717622,OPTIMAL,
left105,roll-8,opening_normal_tangent,arm_sim_cap_scale,0.2,107.11952878768106,OPTIMAL,
left105,roll-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,roll-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,roll-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,roll-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,roll-8,closing_normal_tangent,ground_mu,0.3,92.90501228506221,OPTIMAL,
left105,roll-8,closing_normal_tangent,ground_mu,1.0,101.21569757701742,OPTIMAL,
left105,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.1,24.606093311139517,OPTIMAL,
left105,roll-8,closing_normal_tangent,arm_sim_cap_scale,0.2,78.45686531906605,OPTIMAL,
left105,roll-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,roll-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,roll-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,roll-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,roll-8,handle_axis,ground_mu,0.3,57.985337379564385,OPTIMAL,
left105,roll-8,handle_axis,ground_mu,1.0,86.92521052354738,OPTIMAL,
left105,roll-8,handle_axis,arm_sim_cap_scale,0.1,23.163640653279167,OPTIMAL,
left105,roll-8,handle_axis,arm_sim_cap_scale,0.2,48.097654789541494,OPTIMAL,
left105,roll-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,roll-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,roll-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,roll-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,roll-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,roll-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,pitch+8,press_down,ground_mu,0.3,157.18333958587374,OPTIMAL,
left105,pitch+8,press_down,ground_mu,1.0,157.18333958587374,OPTIMAL,
left105,pitch+8,press_down,arm_sim_cap_scale,0.1,38.3956229150407,OPTIMAL,
left105,pitch+8,press_down,arm_sim_cap_scale,0.2,64.13254042543373,OPTIMAL,
left105,pitch+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
left105,pitch+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
left105,pitch+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
left105,pitch+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
left105,pitch+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
left105,pitch+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
left105,pitch+8,opening_normal_tangent,ground_mu,0.3,103.33896215670009,OPTIMAL,
left105,pitch+8,opening_normal_tangent,ground_mu,1.0,121.17188799465914,OPTIMAL,
left105,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.1,65.62584889195365,OPTIMAL,
left105,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.2,112.17400316186999,OPTIMAL,
left105,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,pitch+8,closing_normal_tangent,ground_mu,0.3,92.9365134275686,OPTIMAL,
left105,pitch+8,closing_normal_tangent,ground_mu,1.0,100.10600465586411,OPTIMAL,
left105,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.1,27.470459647879046,OPTIMAL,
left105,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.2,74.01861391779539,OPTIMAL,
left105,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,pitch+8,handle_axis,ground_mu,0.3,58.624945730130186,OPTIMAL,
left105,pitch+8,handle_axis,ground_mu,1.0,88.09869605862592,OPTIMAL,
left105,pitch+8,handle_axis,arm_sim_cap_scale,0.1,30.105383627141503,OPTIMAL,
left105,pitch+8,handle_axis,arm_sim_cap_scale,0.2,60.86099121435332,OPTIMAL,
left105,pitch+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,pitch+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,pitch+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,pitch+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,pitch+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,pitch+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,pitch-8,press_down,ground_mu,0.3,153.9099455925767,OPTIMAL,
left105,pitch-8,press_down,ground_mu,1.0,153.9099455925767,OPTIMAL,
left105,pitch-8,press_down,arm_sim_cap_scale,0.1,35.27525460752761,OPTIMAL,
left105,pitch-8,press_down,arm_sim_cap_scale,0.2,57.18466970003654,OPTIMAL,
left105,pitch-8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
left105,pitch-8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
left105,pitch-8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
left105,pitch-8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
left105,pitch-8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
left105,pitch-8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
left105,pitch-8,opening_normal_tangent,ground_mu,0.3,102.4293500906441,OPTIMAL,
left105,pitch-8,opening_normal_tangent,ground_mu,1.0,118.6484441528145,OPTIMAL,
left105,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.1,68.26141009300643,OPTIMAL,
left105,pitch-8,opening_normal_tangent,arm_sim_cap_scale,0.2,110.65848376879806,OPTIMAL,
left105,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,pitch-8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,pitch-8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,pitch-8,closing_normal_tangent,ground_mu,0.3,94.51908217946826,OPTIMAL,
left105,pitch-8,closing_normal_tangent,ground_mu,1.0,102.6294484977622,OPTIMAL,
left105,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.1,16.53273725857684,OPTIMAL,
left105,pitch-8,closing_normal_tangent,arm_sim_cap_scale,0.2,58.929810934368476,OPTIMAL,
left105,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,pitch-8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,pitch-8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
left105,pitch-8,handle_axis,ground_mu,0.3,58.10891618127812,OPTIMAL,
left105,pitch-8,handle_axis,ground_mu,1.0,88.78009461189671,OPTIMAL,
left105,pitch-8,handle_axis,arm_sim_cap_scale,0.1,21.746220432122776,OPTIMAL,
left105,pitch-8,handle_axis,arm_sim_cap_scale,0.2,42.83655188798518,OPTIMAL,
left105,pitch-8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
left105,pitch-8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
left105,pitch-8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
left105,pitch-8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
left105,pitch-8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
left105,pitch-8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
open30,pitch+8,press_down,ground_mu,0.3,157.11928083269015,OPTIMAL,
open30,pitch+8,press_down,ground_mu,1.0,157.11928083269015,OPTIMAL,
open30,pitch+8,press_down,arm_sim_cap_scale,0.1,36.1757491206652,OPTIMAL,
open30,pitch+8,press_down,arm_sim_cap_scale,0.2,60.145687390404355,OPTIMAL,
open30,pitch+8,press_down,pinch_mu_two45N,0.2,90.0,OPTIMAL,90.0
open30,pitch+8,press_down,pinch_mu_two45N,0.4,90.0,OPTIMAL,90.0
open30,pitch+8,press_down,pinch_mu_two45N,0.8,90.0,OPTIMAL,90.0
open30,pitch+8,press_down,pinch_mu_PD_q014,0.2,36.4,OPTIMAL,36.4
open30,pitch+8,press_down,pinch_mu_PD_q014,0.4,36.4,OPTIMAL,36.4
open30,pitch+8,press_down,pinch_mu_PD_q014,0.8,36.4,OPTIMAL,36.4
open30,pitch+8,opening_normal_tangent,ground_mu,0.3,96.89717015583223,OPTIMAL,
open30,pitch+8,opening_normal_tangent,ground_mu,1.0,139.86022220315863,OPTIMAL,
open30,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.1,51.62156006388769,OPTIMAL,
open30,pitch+8,opening_normal_tangent,arm_sim_cap_scale,0.2,88.28192418590226,OPTIMAL,
open30,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
open30,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
open30,pitch+8,opening_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
open30,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
open30,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
open30,pitch+8,opening_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
open30,pitch+8,closing_normal_tangent,ground_mu,0.3,84.88705985349792,OPTIMAL,
open30,pitch+8,closing_normal_tangent,ground_mu,1.0,115.64947957182713,OPTIMAL,
open30,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.1,21.699168180141402,OPTIMAL,
open30,pitch+8,closing_normal_tangent,arm_sim_cap_scale,0.2,58.359532302155955,OPTIMAL,
open30,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
open30,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
open30,pitch+8,closing_normal_tangent,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
open30,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
open30,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
open30,pitch+8,closing_normal_tangent,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
open30,pitch+8,handle_axis,ground_mu,0.3,59.92093972059177,OPTIMAL,
open30,pitch+8,handle_axis,ground_mu,1.0,100.74668817594778,OPTIMAL,
open30,pitch+8,handle_axis,arm_sim_cap_scale,0.1,28.96391858702604,OPTIMAL,
open30,pitch+8,handle_axis,arm_sim_cap_scale,0.2,58.28951673678932,OPTIMAL,
open30,pitch+8,handle_axis,pinch_mu_two45N,0.2,18.0,OPTIMAL,18.0
open30,pitch+8,handle_axis,pinch_mu_two45N,0.4,36.0,OPTIMAL,36.0
open30,pitch+8,handle_axis,pinch_mu_two45N,0.8,72.0,OPTIMAL,72.0
open30,pitch+8,handle_axis,pinch_mu_PD_q014,0.2,7.28,OPTIMAL,7.28
open30,pitch+8,handle_axis,pinch_mu_PD_q014,0.4,14.56,OPTIMAL,14.56
open30,pitch+8,handle_axis,pinch_mu_PD_q014,0.8,29.12,OPTIMAL,29.12
